id,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,mileage,engine,power,new_price,Brand,Model
1941,Mumbai,2012,66000,Diesel,Automatic,First,5,21,15.3,2993,258,,bmw,x5
1942,Hyderabad,2016,43000,Diesel,Manual,First,5,7.75,27.3,1498,98.6,,honda,jazz
1943,Mumbai,2013,45200,Diesel,Automatic,First,5,23,10,2148,170,,mercedes-benz,e-class
1944,Mumbai,2016,41000,Diesel,Automatic,First,7,13.75,16,2179,140,,mahindra,xuv500
1945,Kochi,2017,39430,Petrol,Automatic,First,5,8.29,18,1497,117.3,,honda,city
1946,Coimbatore,2014,83274,Diesel,Manual,First,5,5.79,22.9,1248,74,,maruti,swift
1947,Coimbatore,2017,32324,Diesel,Automatic,First,5,30.5,14.84,2143,170,,mercedes-benz,new
1948,Mumbai,2011,49999,Petrol,Manual,First,5,3.8,17,1497,118,,honda,city
1949,Bangalore,2014,66000,Diesel,Manual,First,7,4.45,15.3,2956,83.8,,tata,sumo
1950,Delhi,2012,54000,Petrol,Manual,First,5,3.3,18.5,1197,82.85,,hyundai,i20
1951,Jaipur,2009,80000,Diesel,Manual,Second,5,1.75,20.4,1248,91.2,,fiat,linea
1952,Bangalore,2011,72000,Petrol,Automatic,Second,5,5.5,12.9,1799,130,,honda,civic
1953,Pune,2017,44865,Diesel,Manual,First,5,13.35,19.67,1582,126.2,,hyundai,creta
1954,Delhi,2017,22000,Diesel,Automatic,Second,5,22.5,20.38,1968,143,,audi,a3
1955,Delhi,2013,57478,Petrol,Manual,Second,5,5.25,17,1591,121.3,13.59,hyundai,verna
1956,Hyderabad,2011,75000,Diesel,Manual,First,5,3.75,21.9,1396,90,,hyundai,i20
1957,Kochi,2015,50624,Diesel,Manual,First,7,6.32,24.2,1498,98.6,,honda,mobilio
1958,Bangalore,2018,75000,Diesel,Automatic,First,5,7.75,22.32,1582,126.32,,hyundai,verna
1959,Chennai,2006,87000,Petrol,Manual,Second,5,1.37,15.3,1596,101,,ford,fiesta
1960,Mumbai,2010,62000,Petrol,Manual,First,5,2.1,20.36,1197,78.9,,hyundai,i10
1961,Hyderabad,2016,41372,Diesel,Manual,First,5,9.3,24.3,1248,88.5,11.02,maruti,vitara
1962,Ahmedabad,2015,70000,Diesel,Manual,First,7,12,12.99,2494,100.6,,toyota,innova
1963,Pune,2017,35000,Diesel,Automatic,First,5,23.5,17.9,2143,136,41.94,mercedes-benz,gla
1964,Hyderabad,2006,71993,Petrol,Manual,First,5,1.8,19.7,796,46.3,,maruti,alto
1965,Chennai,2013,62000,Diesel,Automatic,Second,5,12.5,14.84,2143,170,,mercedes-benz,new
1966,Delhi,2015,51000,Diesel,Manual,First,5,4.74,22.9,1248,74,,maruti,swift
1967,Kochi,2016,26038,Petrol,Manual,First,5,5.43,18.9,1197,82,,hyundai,grand
1968,Kochi,2018,37713,Diesel,Automatic,Second,7,31.62,12.55,2982,168.5,,toyota,fortuner
1969,Kolkata,2011,78088,Petrol,Manual,First,8,6.3,12.4,1998,132,,toyota,innova
1970,Kochi,2017,30453,Diesel,Manual,First,5,8.45,22.77,1498,98.59,,ford,ecosport
1971,Pune,2016,54000,Petrol,Manual,First,5,5,18.16,1196,86.8,,ford,figo
1972,Chennai,2011,190000,Diesel,Manual,First,7,13,11.5,2982,171,,toyota,fortuner
1973,Hyderabad,2012,65097,Petrol,Manual,First,5,4.7,19.1,1197,85.8,,maruti,swift
1974,Coimbatore,2018,28060,Petrol,Automatic,First,5,93.67,12.05,2979,320,,bmw,7
1975,Pune,2012,282000,Petrol,Manual,First,5,3.3,13.14,1798,160,,skoda,superb
1976,Jaipur,2009,111000,Petrol,Manual,Second,5,1.51,18.9,1061,67,,maruti,wagon
1977,Kochi,2013,63295,Diesel,Manual,First,5,6.09,19.01,1461,108.45,,renault,duster
1978,Mumbai,2015,35770,Petrol,Manual,First,5,5.95,20.73,1373,91.1,,maruti,ciaz
1979,Hyderabad,2012,125928,Diesel,Manual,First,5,9,22.7,1582,126.24,,hyundai,elantra
1980,Kolkata,2015,45000,Diesel,Automatic,First,5,4.25,21.66,1498,103.52,,skoda,rapid
1981,Hyderabad,2013,21000,Diesel,Automatic,First,5,23.5,14.84,2143,170,,mercedes-benz,new
1982,Mumbai,2011,54774,Petrol,Automatic,First,5,6.35,11.7,2354,177.6,,honda,accord
1983,Chennai,2014,41123,Petrol,Manual,First,5,3.4,23.1,998,67.04,,maruti,celerio
1984,Bangalore,2017,17465,Petrol,Automatic,First,5,93,12.05,2979,320,,bmw,7
1985,Chennai,2014,48000,Diesel,Automatic,First,5,21.6,22.69,1995,190,,bmw,3
1986,Chennai,2011,173000,Diesel,Manual,First,5,4,20.54,1598,103.6,,volkswagen,vento
1987,Pune,2018,12000,Diesel,Manual,First,5,5.5,23.4,1248,74,,maruti,swift
1988,Mumbai,2012,34000,Diesel,Automatic,First,5,19.25,12.39,2179,147.51,,land,rover
1989,Hyderabad,2012,71360,Diesel,Manual,First,5,3.95,21.9,1396,90,,hyundai,i20
1990,Mumbai,2012,74000,Diesel,Manual,Second,5,4.25,28.4,1248,73.75,8.94,maruti,dzire
1991,Kochi,2018,28937,Diesel,Manual,First,5,17.02,17.1,1956,170,21.38,jeep,compass
1992,Hyderabad,2012,82085,Diesel,Manual,First,7,6.5,20.77,1248,88.76,,maruti,ertiga
1993,Bangalore,2011,68465,Petrol,Manual,First,5,2.95,15.6,1196,70,,ford,figo
1994,Coimbatore,2013,63854,Diesel,Manual,First,5,7.12,21.43,1364,86.79,19.27,toyota,corolla
1995,Chennai,2018,3000,Diesel,Automatic,First,5,11.25,24.3,1248,88.5,12.88,maruti,vitara
1996,Delhi,2009,65055,Petrol,Manual,First,5,2.75,17,1497,118,,honda,city
1997,Hyderabad,2015,120000,Diesel,Manual,First,7,12,15.4,2179,120,,mahindra,scorpio
1998,Mumbai,2014,64241,Petrol,Manual,First,5,3.67,20.14,1197,81.86,8.27,hyundai,xcent
1999,Pune,2001,121000,Diesel,Manual,First,5,5,15,2148,,,mercedes-benz,e-class
2000,Pune,2008,2200,Petrol,Manual,First,5,2.3,15.7,1390,75,,mahindra,renault
2001,Pune,2008,88123,Diesel,Manual,First,5,2.2,18.7,1896,66,,skoda,octavia
2002,Pune,2014,79000,Diesel,Automatic,First,7,41,12,2987,224,,mercedes-benz,gl-class
2003,Bangalore,2016,28143,Diesel,Automatic,First,5,28.5,20.68,1995,190,48.18,bmw,x1
2004,Mumbai,2015,23001,Petrol,Manual,First,5,5.49,15.04,1598,103.2,,volkswagen,vento
2005,Ahmedabad,2013,82002,Diesel,Automatic,Second,5,17.5,16.55,1968,147.51,,audi,a4
2006,Bangalore,2009,75000,Diesel,Manual,First,5,1.99,13.8,1399,68,,ford,ikon
2007,Kochi,2016,37451,Diesel,Manual,First,5,6.64,22.32,1582,126.3,,hyundai,verna
2008,Hyderabad,2017,67000,Diesel,Manual,First,7,16.5,13.68,2393,147.8,22.87,toyota,innova
2009,Pune,2016,25000,Petrol,Manual,First,5,5,18.9,1197,82,,hyundai,grand
2010,Mumbai,2017,12000,Petrol,Manual,First,5,5.4,17,1198,73.75,,volkswagen,ameo
2011,Kolkata,2017,25000,Petrol,Manual,First,5,2.99,25.17,799,53.3,,renault,kwid
2012,Jaipur,2011,95936,Petrol,Manual,First,5,4.1,17,1497,118,,honda,city
2013,Kochi,2018,5354,Petrol,Automatic,First,5,6.76,18.9,1197,81.86,7.37,hyundai,grand
2014,Chennai,2016,42000,Petrol,Manual,Second,5,5.5,18.78,999,75,7.33,volkswagen,polo
2015,Coimbatore,2014,44282,Diesel,Manual,First,5,5.99,25.2,1248,74,,maruti,swift
2016,Delhi,2012,70000,Diesel,Manual,First,5,2.59,21.64,1461,84.8,,nissan,sunny
2017,Mumbai,2013,31400,Diesel,Automatic,First,5,26.75,16.36,2179,187.7,,jaguar,xf
2018,Pune,2016,50000,Diesel,Manual,First,5,8.5,28.09,1248,88.5,,maruti,ciaz
2019,Bangalore,2011,53000,Diesel,Automatic,First,5,23,12.8,1968,167.6,,audi,q5
2020,Pune,2014,21727,Petrol,Manual,First,5,3.35,15.6,1196,70.02,,ford,figo
2021,Bangalore,2012,43000,Diesel,Automatic,Second,7,10.75,11.72,2199,194.3,,hyundai,santa
2022,Kolkata,2013,75000,Diesel,Manual,First,8,6.29,12.05,2179,120,,mahindra,scorpio
2023,Bangalore,2014,73557,Diesel,Manual,First,5,7.75,19.6,1461,108.45,,renault,duster
2024,Delhi,2012,44555,Diesel,Automatic,First,5,13.5,15.2,1968,140.8,,audi,a4
2025,Coimbatore,2013,54885,Petrol,Manual,First,7,3.75,15.1,1196,73,4.98,maruti,eeco
2026,Mumbai,2011,76000,Diesel,Manual,Second,7,3.75,14,2498,112,,mahindra,xylo
2027,Jaipur,2006,101000,Petrol,Manual,Second,5,1.5,18.9,998,67.1,,maruti,wagon
2028,Chennai,2005,66000,Petrol,Manual,First,5,1.45,14,1061,64,,maruti,wagon
2029,Coimbatore,2013,84360,Petrol,Manual,First,5,4.12,15.5,1586,103.3,,maruti,sx4
2030,Mumbai,2016,25121,Diesel,Manual,First,7,17.11,13.68,2393,147.8,23.06,toyota,innova
2031,Pune,2015,100000,Diesel,Manual,Second,7,10.25,12.99,2494,100.6,,toyota,innova
2032,Kolkata,2011,66035,Diesel,Manual,First,5,2.49,22.07,1199,73.9,,volkswagen,polo
2033,Pune,2015,190000,Petrol,Manual,Second,5,3.85,16.78,1496,88.73,,toyota,etios
2034,Hyderabad,2014,85670,Diesel,Manual,First,5,6.25,22.7,1498,89.84,,ford,ecosport
2035,Hyderabad,2015,35000,Diesel,Manual,First,5,4.88,24,1120,70,,hyundai,grand
2036,Mumbai,2016,8000,Petrol,Automatic,First,5,9.45,18,1497,117.3,,honda,city
2037,Hyderabad,2007,162000,Diesel,Manual,Second,8,4.8,12.8,2494,102,,toyota,innova
2038,Kolkata,2012,60000,Petrol,Manual,First,5,1.99,21.1,814,55.2,,hyundai,eon
2039,Hyderabad,2010,70600,Petrol,Manual,First,5,2.8,20.36,1197,78.9,,hyundai,i10
2040,Bangalore,2011,25000,Petrol,Automatic,Second,5,22,12.3,1796,185,,mercedes-benz,e-class
2041,Hyderabad,2012,75000,Diesel,Manual,First,7,4.3,15.96,2523,62.1,10.32,mahindra,bolero
2042,Coimbatore,2014,85071,Diesel,Automatic,First,5,9.75,20,1968,138.1,,skoda,laura
2043,Ahmedabad,2015,40000,Petrol,Manual,First,5,5.9,20.4,1197,81.8,,maruti,swift
2044,Delhi,2013,67000,Diesel,Automatic,First,5,14.5,16.55,1968,147.51,,audi,a4
2045,Hyderabad,2009,55000,Diesel,Manual,Second,5,2.4,17.8,1399,68,,ford,fiesta
2046,Mumbai,2008,62000,Petrol,Manual,Second,5,2.11,15,1586,104.68,,maruti,sx4
2047,Coimbatore,2017,22526,Petrol,Automatic,First,5,7.6,18.9,1197,82,,hyundai,grand
2048,Hyderabad,2012,57788,Petrol,Automatic,First,5,3.6,17.16,1197,85.8,,maruti,ritz
2049,Jaipur,2013,72000,Diesel,Manual,First,8,6,10.5,2179,120,,mahindra,scorpio
2050,Mumbai,2014,83128,Diesel,Manual,First,7,7.45,15.4,2179,120,,mahindra,scorpio
2051,Chennai,2011,75000,Petrol,Manual,First,5,2.1,19.7,796,46.3,,maruti,alto
2052,Ahmedabad,2013,58000,Diesel,Manual,Second,5,5.2,19.01,1461,108.45,,renault,duster
2053,Hyderabad,2009,26000,Diesel,Manual,First,6,6.99,,2498,,,mahindra,jeep
2054,Mumbai,2017,1000,Petrol,Manual,First,5,6.36,20.89,1197,81.8,7.87,maruti,ignis
2055,Kochi,2015,59751,Diesel,Manual,First,7,11.62,12.99,2494,100.6,,toyota,innova
2056,Kochi,2015,29966,Diesel,Automatic,Second,5,43.6,16.77,2993,261.49,140,bmw,7
2057,Kolkata,2009,65000,Diesel,Manual,Second,5,4.9,13.6,1991,142,,hyundai,sonata
2058,Kochi,2015,75863,Diesel,Manual,First,5,6.7,19.01,1461,108.45,,renault,duster
2059,Mumbai,2013,54000,CNG,Manual,First,5,3.05,33.54,998,67.04,5.58,maruti,wagon
2060,Bangalore,2014,24000,Diesel,Automatic,First,5,25,17.11,1968,174.33,,audi,a4
2061,Coimbatore,2018,33218,Diesel,Manual,First,5,19.05,17.1,1956,170,22.46,jeep,compass
2062,Kolkata,2015,33425,Petrol,Manual,First,5,4.5,17.43,1396,105.5,,hyundai,verna
2063,Pune,2013,47000,Petrol,Manual,First,5,4.15,18,1198,86.7,,honda,amaze
2064,Chennai,2015,41000,Diesel,Manual,First,5,11.9,19.67,1582,126.2,,hyundai,creta
2065,Delhi,2011,62000,Petrol,Manual,First,5,2.1,19.81,1086,68.05,,hyundai,i10
2066,Delhi,2016,47035,Diesel,Manual,First,7,6.95,18.49,1493,100,,mahindra,tuv
2067,Pune,2008,56230,Petrol,Manual,Second,5,2.4,17.5,1298,85.8,,maruti,swift
2068,Chennai,2007,55000,Petrol,Manual,First,5,2.65,13.2,1495,94,,hyundai,accent
2069,Jaipur,2014,70669,Diesel,Manual,First,7,9,15.1,2179,140,,mahindra,xuv500
2070,Pune,2012,69000,Petrol,Manual,First,5,2.1,20.92,998,67.1,,maruti,alto
2071,Pune,2011,65000,Petrol,Manual,Second,5,2.5,18.6,1199,79.4,,chevrolet,beat
2072,Mumbai,2009,30000,Diesel,Automatic,First,5,8.95,12.4,2698,179.5,,audi,a6
2073,Hyderabad,2017,2000,Diesel,Automatic,First,5,34,20.7,1496,113.98,42.48,mini,cooper
2074,Pune,2011,24255,Petrol,Manual,First,,3.15,16.1,,,,maruti,swift
2075,Chennai,2015,40000,Petrol,Manual,First,5,4,17.57,1193,88.7,7.69,tata,zest
2076,Kolkata,2014,40000,Diesel,Manual,First,5,4.45,26,1498,98.6,,honda,city
2077,Jaipur,2010,26000,Petrol,Manual,First,5,1.5,18.6,1199,79.4,,chevrolet,beat
2078,Jaipur,2011,105000,Diesel,Automatic,Second,5,14.5,16.55,1968,140,,audi,a4
2079,Kolkata,2015,2800,Diesel,Manual,First,5,8.41,26.1,1498,99,9.4,ford,aspire
2080,Mumbai,2014,71000,Diesel,Automatic,Second,5,5.45,19.08,1582,126.32,,hyundai,verna
2081,Mumbai,2015,32896,Petrol,Automatic,First,5,8.9,18,1497,117.3,,honda,city
2082,Hyderabad,2012,45000,Petrol,Manual,First,5,3.65,20.36,1197,78.9,,hyundai,i10
2083,Bangalore,2015,65000,Diesel,Automatic,Second,5,29,18.56,1995,190,,bmw,x3
2084,Mumbai,2013,45200,Diesel,Automatic,First,5,13.5,16.55,1968,147.51,,audi,a4
2085,Hyderabad,2008,82167,Petrol,Automatic,First,5,5.4,10.1,2354,152,,honda,cr-v
2086,Coimbatore,2016,37429,Petrol,Manual,First,5,5.89,18.9,1197,81.86,8.1,hyundai,grand
2087,Hyderabad,2016,46000,Diesel,Manual,First,5,8.45,28.09,1248,88.5,,maruti,ciaz
2088,Delhi,2011,67031,Petrol,Manual,First,5,4,17.4,1497,117.3,11.85,honda,city
2089,Mumbai,2013,30000,Diesel,Automatic,First,4,45,9.52,2993,313,,bmw,6
2090,Mumbai,2016,47691,Petrol,Automatic,First,5,3.94,23.1,998,67.04,6.08,maruti,celerio
2091,Jaipur,2011,32531,Diesel,Automatic,Second,5,8,13.73,1995,148,,renault,koleos
2092,Hyderabad,2013,71336,Diesel,Manual,First,5,4.1,20,1399,68,,ford,figo
2093,Chennai,2006,196000,Diesel,Manual,First,7,6.25,12.8,2494,102,,toyota,innova
2094,Kolkata,2015,28193,Diesel,Manual,First,5,5.25,28.4,1248,73.75,8.36,maruti,dzire
2095,Coimbatore,2019,2526,Petrol,Automatic,First,2,83.96,19,2996,362.07,106,mercedes-benz,slc
2096,Coimbatore,2004,52146,Petrol,Manual,First,,1.93,,,,,hyundai,santro
2097,Hyderabad,2013,85000,Diesel,Automatic,First,5,21,16.1,1950,194,71.15,mercedes-benz,e-class
2098,Ahmedabad,2015,20780,Petrol,Manual,First,5,4.3,18.9,1197,81.86,6.82,hyundai,grand
2099,Mumbai,2014,43081,Petrol,Manual,First,7,5.25,17.3,1497,117.3,,honda,mobilio
2100,Mumbai,2010,35000,Petrol,Automatic,Second,5,32,11.9,4806,550,,porsche,cayenne
2101,Kolkata,2013,36000,Diesel,Manual,First,7,3.9,17.21,1493,100,,mahindra,quanto
2102,Mumbai,2007,67000,Petrol,Manual,Third,5,2.2,13.4,1794,125,,toyota,corolla
2103,Mumbai,2016,34079,Diesel,Manual,First,6,3.7,25.32,1198,77,,mahindra,kuv
2104,Coimbatore,2010,77849,Petrol,Automatic,Second,5,11.27,10.9,2497,215,,bmw,3
2105,Jaipur,2013,86000,Petrol,Manual,First,5,2.41,22.74,796,47.3,,maruti,alto
2106,Pune,2015,110000,Diesel,Automatic,First,5,19,15.73,1968,174.33,,audi,q3
2107,Hyderabad,2015,116000,Diesel,Manual,Second,5,5.8,23.59,1364,67.05,,toyota,etios
2108,Coimbatore,2016,41840,Diesel,Manual,First,7,13.52,15.1,2179,140,,mahindra,xuv500
2109,Hyderabad,2015,19317,Diesel,Manual,First,7,24.5,13,2982,168.7,,toyota,fortuner
2110,Pune,2014,41000,CNG,Manual,First,5,3.25,24.6,1193,55.23,,tata,indigo
2111,Kochi,2017,25601,Diesel,Automatic,First,5,56.73,17.9,2143,201.15,78.76,mercedes-benz,gle
2112,Jaipur,2015,83950,Diesel,Manual,First,5,9.95,19.67,1582,126.2,,hyundai,creta
2113,Pune,2012,60000,Petrol,Automatic,First,5,5.5,16.8,1497,118,,honda,city
2114,Hyderabad,2015,50000,Diesel,Automatic,First,5,25,17.11,1968,174.33,,audi,a4
2115,Kolkata,2009,37000,Petrol,Manual,First,5,1,17.3,993,60,,maruti,zen
2116,Hyderabad,2011,76976,Petrol,Manual,Second,5,2.15,19.7,796,46.3,,maruti,alto
2117,Kochi,2018,21684,Petrol,Automatic,First,5,7.89,21.4,1197,83.1,,maruti,baleno
2118,Delhi,2015,62000,Diesel,Manual,First,7,10.25,16,2179,140,,mahindra,xuv500
2119,Mumbai,2007,1261,Petrol,Manual,First,5,6,19,1194,94.68,8.12,ford,freestyle
2120,Coimbatore,2017,59450,Petrol,Manual,First,5,7.53,18.6,1197,81.86,9.78,hyundai,elite
2121,Coimbatore,2018,24465,Diesel,Automatic,First,5,39.45,19.27,2143,167.62,,mercedes-benz,new
2122,Delhi,2014,55000,Petrol,Manual,First,5,5.84,17.8,1497,117.3,,honda,city
2123,Mumbai,2017,2000,Petrol,Manual,First,5,8.65,18.88,1499,110.4,,ford,ecosport
2124,Kochi,2017,25040,Petrol,Manual,First,5,7.74,21.4,1197,83.1,,maruti,baleno
2125,Bangalore,2008,84000,Petrol,Manual,First,5,2.5,20.36,1197,78.9,,hyundai,i10
2126,Pune,2007,170428,Diesel,Manual,Second,8,5.7,12.8,2494,102,,toyota,innova
2127,Mumbai,2016,12573,Petrol,Manual,First,5,5.8,21.4,1197,83.1,7.36,maruti,baleno
2128,Hyderabad,2012,88000,Diesel,Automatic,First,7,36.5,12.07,2967,241.4,,audi,q7
2129,Delhi,2012,86000,Diesel,Automatic,Second,7,9.5,13.01,2199,194.3,,hyundai,santa
2130,Coimbatore,2012,51019,Petrol,Manual,First,5,3.48,,999,,,hyundai,santro
2131,Mumbai,2013,45000,Petrol,Manual,First,5,4.55,17,1497,118,,honda,city
2132,Jaipur,2012,51000,Diesel,Manual,First,5,3.9,21.9,1396,90,,hyundai,i20
2133,Pune,2007,92000,Diesel,Manual,First,7,2.7,13.6,2523,63,,mahindra,bolero
2134,Pune,2017,29000,Diesel,Automatic,First,7,31,12.9,2755,174.5,38.11,toyota,fortuner
2135,Bangalore,2009,70521,Petrol,Automatic,Second,5,10.3,10.9,2497,215,,bmw,3
2136,Kolkata,2010,51000,Diesel,Automatic,First,5,7.75,16.07,1995,181,,bmw,3
2137,Hyderabad,2012,52618,Petrol,Manual,First,5,3.2,18.9,998,67.1,,maruti,wagon
2138,Delhi,2013,68000,Diesel,Manual,First,7,4.85,25.47,1248,88.5,11.75,maruti,ertiga
2139,Kochi,2016,29022,Diesel,Automatic,Second,5,34.08,15.68,1999,177,,land,rover
2140,Chennai,2017,80000,Diesel,Manual,First,7,8.1,24.52,1248,88.5,,maruti,ertiga
2141,Chennai,2016,78000,Diesel,Manual,Second,5,2.35,25,1396,69.01,,tata,indigo
2142,Pune,2012,100000,Petrol,Manual,First,5,1.8,20.92,998,67.1,,maruti,alto
2143,Coimbatore,2015,31412,Petrol,Manual,First,5,3.42,21.1,814,55.2,,hyundai,eon
2144,Mumbai,2010,78000,Diesel,Automatic,Second,7,5.34,11.4,2953,153.86,,ford,endeavour
2145,Hyderabad,2018,14000,Diesel,Automatic,First,7,31.99,12.62,2198,158,,ford,endeavour
2146,Bangalore,2011,80000,Diesel,Manual,First,5,4.75,20.54,1598,103.6,,volkswagen,vento
2147,Mumbai,2014,46738,Petrol,Automatic,First,5,6.1,19.12,1373,91.1,,maruti,ciaz
2148,Coimbatore,2013,54884,Petrol,Manual,Second,5,3.69,21.1,814,55.2,,hyundai,eon
2149,Delhi,2012,74500,Diesel,Automatic,Second,5,15,14.16,1968,174.3,,audi,q5
2150,Coimbatore,2016,67472,Diesel,Manual,First,7,14.5,16,2179,140,,mahindra,xuv500
2151,Hyderabad,2013,84000,Diesel,Manual,First,5,5.65,28.4,1248,74,8.44,maruti,swift
2152,Kolkata,2011,77400,Diesel,Manual,First,5,2.5,21.1,1248,73.9,,maruti,ritz
2153,Mumbai,2017,14470,Diesel,Automatic,First,5,38.5,19.71,2143,201.15,,mercedes-benz,new
2154,Kolkata,2014,52108,Diesel,Manual,First,5,5.49,19.01,1461,108.45,,renault,duster
2155,Kolkata,2013,40000,Petrol,Manual,First,5,3.55,19.1,1197,85.8,,maruti,swift
2156,Jaipur,2014,105044,Diesel,Manual,First,7,10.75,12.99,2494,100.6,,toyota,innova
2157,Delhi,2016,24347,Petrol,Manual,First,5,11,15.8,1591,121.3,16.06,hyundai,creta
2158,Ahmedabad,2014,58000,Diesel,Manual,First,5,4.5,21.79,1248,88.73,,maruti,sx4
2159,Kochi,2014,49663,Diesel,Manual,First,7,8.42,15.1,2179,140,,mahindra,xuv500
2160,Mumbai,2017,17000,Petrol,Automatic,First,5,11.6,18,1497,117.3,15.29,honda,city
2161,Kochi,2016,13418,Diesel,Automatic,First,5,33.63,16.36,2179,187.7,,jaguar,xf
2162,Pune,2008,117080,Diesel,Manual,Third,5,2.25,17.8,1399,68,,ford,fiesta
2163,Mumbai,2010,74000,Petrol,Automatic,First,5,12.95,10.8,2497,150,,bmw,5
2164,Hyderabad,2010,86514,Diesel,Manual,First,5,4.25,17.8,1248,,,maruti,swift
2165,Coimbatore,2014,66882,Diesel,Automatic,First,5,25.02,17.68,1968,174.33,,audi,a6
2166,Kochi,2014,41460,Petrol,Manual,First,5,3.95,18.5,1198,86.8,6.63,honda,brio
2167,Mumbai,2011,57000,Petrol,Automatic,First,5,4.4,16.8,1497,118,,honda,city
2168,Bangalore,2015,34010,Petrol,Manual,Third,5,4.95,16.47,1198,73.9,,volkswagen,polo
2169,Pune,2010,96813,Diesel,Manual,Second,8,5.5,12.05,2179,120,,mahindra,scorpio
2170,Mumbai,2011,84000,Petrol,Manual,First,5,3.25,16.8,1497,116.3,,honda,city
2171,Kochi,2013,50004,Petrol,Manual,First,5,4.02,15,1598,103.5,,skoda,rapid
2172,Coimbatore,2016,67995,Diesel,Manual,First,7,11.73,16,2179,140,,mahindra,xuv500
2173,Chennai,2012,55000,Diesel,Manual,First,5,9.5,15,1896,105,,volkswagen,jetta
2174,Hyderabad,2017,14900,Petrol,Automatic,First,5,8.6,21.4,1197,83.1,,maruti,baleno
2175,Jaipur,2013,70961,Diesel,Manual,First,5,4,25.8,1498,98.6,,honda,amaze
2176,Mumbai,2015,40194,Petrol,Manual,First,5,5.55,15.04,1598,103.2,,volkswagen,vento
2177,Hyderabad,2015,96000,Petrol,Manual,First,5,2.5,22.74,796,47.3,,maruti,alto
2178,Mumbai,2017,35000,Diesel,Automatic,First,7,41.6,18,2993,255,127,land,rover
2179,Delhi,2015,50000,Petrol,Automatic,First,5,7.41,18,1497,117.3,,honda,city
2180,Mumbai,2014,50000,Diesel,Manual,First,5,6.5,19.01,1461,108.5,,nissan,terrano
2181,Mumbai,2008,26299,Petrol,Manual,First,5,1.2,19.7,796,46.3,,maruti,alto
2182,Bangalore,2015,150386,Diesel,Manual,First,7,23,14.24,2755,174.5,39.6,toyota,fortuner
2183,Kolkata,2012,60000,Diesel,Manual,First,5,2.74,21.9,1396,90,,hyundai,i20
2184,Hyderabad,2013,65000,Diesel,Manual,First,5,3.9,20,1399,68,,ford,figo
2185,Ahmedabad,2017,80000,Diesel,Manual,First,5,8,24.3,1248,88.5,10.91,maruti,vitara
2186,Chennai,2012,92000,Diesel,Manual,Third,5,4,22.32,1582,126.32,,hyundai,verna
2187,Mumbai,2016,13000,Petrol,Automatic,First,5,17.75,12.95,1999,152.88,25.75,hyundai,tucson
2188,Coimbatore,2013,73278,Diesel,Manual,First,5,5.05,21.1,1248,73.9,,maruti,ritz
2189,Mumbai,2011,38000,Petrol,Automatic,First,5,12,10.8,1984,132,,audi,a4
2190,Kochi,2016,46936,Diesel,Automatic,First,5,29.6,13,2143,204,,mercedes-benz,e-class
2191,Jaipur,2015,55000,Diesel,Manual,First,5,6.5,19.87,1461,83.8,,renault,duster
2192,Mumbai,2014,19000,Petrol,Automatic,First,5,4.75,15.5,1198,86.7,,honda,amaze
2193,Coimbatore,2016,42259,Diesel,Automatic,First,5,24.36,9,1984,181,,volvo,s60
2194,Mumbai,2011,14000,Petrol,Manual,Second,5,3.2,17.5,1197,85.8,,maruti,swift
2195,Kolkata,2016,16956,Petrol,Manual,First,5,3.6,22.5,998,67.04,5.29,maruti,wagon
2196,Coimbatore,2017,15473,Petrol,Manual,First,5,3.58,16.8,796,34.2,,maruti,omni
2197,Delhi,2011,75000,Diesel,Manual,First,5,2.5,21.5,1248,88.8,,maruti,sx4
2198,Ahmedabad,2013,96000,Diesel,Manual,Second,5,3.5,23.5,1498,90,,ford,fiesta
2199,Delhi,2015,25000,Petrol,Automatic,First,5,25,19.16,2494,158.2,,toyota,camry
2200,Mumbai,2010,38000,Petrol,Manual,Second,5,1.75,22.5,998,67.04,5.61,maruti,wagon
2201,Bangalore,2005,54000,Diesel,Automatic,First,5,10,11,2987,198.5,,mercedes-benz,e-class
2202,Jaipur,2018,4131,Petrol,Automatic,First,5,7.75,21.4,1197,83.1,,maruti,baleno
2203,Hyderabad,2016,31700,Petrol,Manual,First,5,6.45,18.7,1199,88.7,,honda,jazz
2204,Pune,2017,66988,Diesel,Automatic,First,7,10,15.4,2179,120,,mahindra,scorpio
2205,Mumbai,2014,54230,Petrol,Manual,First,5,4.5,16.47,1198,74,,volkswagen,polo
2206,Kolkata,2015,35000,Petrol,Manual,First,5,3.4,17,1197,80,,hyundai,i20
2207,Mumbai,2010,62714,Petrol,Automatic,First,5,4.5,12.1,2362,164.7,,toyota,camry
2208,Hyderabad,2015,45295,Petrol,Manual,First,5,4.3,18.9,998,67.1,,maruti,wagon
2209,Pune,2018,7000,Diesel,Automatic,First,5,46,18.12,1995,190,,bmw,5
2210,Chennai,2016,57000,Petrol,Automatic,First,5,3.4,24.07,998,67.1,,maruti,alto
2211,Delhi,2013,40100,Diesel,Automatic,First,5,14.5,14.84,2143,170,,mercedes-benz,new
2212,Delhi,2013,56000,Petrol,Manual,First,5,2.1,24.7,796,47.3,,maruti,alto
2213,Mumbai,2012,15000,Petrol,Manual,First,5,3.65,18.6,1197,85.8,,maruti,swift
